timestamp,P_A_kW,status_A,mode_A,comfort_violation_A,T_core_A,T_east_A,T_north_A,T_south_A,T_west_A,P_B_kW,SOC_B,TES_mode_B,comfort_violation_B,T_core_B,P_total_kW,feeder_utilization_pct,feeder_margin_kW,feeder_violated,P_A_ref_kW,P_B_ref_kW,SOC_B_target,attack_active
18326700,5.0909612432992226e-11,normal,nominal,0.0,23.97526708691089,23.84181058049745,23.7243697891426,23.832326720361664,23.840804187540925,0.0,0.5,0,0.0,23.97197507843947,5.0909612432992226e-11,1.0181922486598444e-10,49.99999999994909,False,8.000000070335256,12.000000019697062,0.6,False
18327600,4.9802571784227136e-11,normal,nominal,0.0,23.971119335807543,23.83591528562232,23.71906255131387,23.82505989914023,23.834562545634867,0.0,0.5,0,0.0,23.967919197005244,4.9802571784227136e-11,9.960514356845427e-11,49.9999999999502,False,8.000000070335256,12.000000019697062,0.6,False
18328500,4.881474470462268e-11,normal,nominal,0.0,23.966796826790244,23.82857051060813,23.71363449060084,23.81623297496725,23.826810184414626,0.0,0.5,0,0.0,23.963717442723237,4.881474470462268e-11,9.762948940924537e-11,49.999999999951186,False,8.000000070335256,12.000000019697062,0.6,False
18329400,4.799283950890034e-11,normal,nominal,0.0,23.96160099350743,23.81914940189688,23.707975912033646,23.805273655910753,23.816186209894852,0.0,0.5,0,0.0,23.958842820043117,4.799283950890034e-11,9.598567901780068e-11,49.99999999995201,False,8.000000070335256,12.000000019697062,0.6,False
18330300,4.733149149209013e-11,normal,nominal,0.0,23.954865461997258,23.808551970750443,23.704447697676983,23.793407995642838,23.79010074827403,0.0,0.5,0,0.0,23.95272629084667,4.733149149209013e-11,9.466298298418026e-11,49.99999999995267,False,8.000000070335256,12.000000019697062,0.6,False
18331200,5.015331172227256e-11,normal,nominal,0.0,23.947204208702203,23.792712664916223,23.741739804543727,23.77877730762441,23.72639581313433,0.0,0.5,0,0.0,23.944988791678725,5.015331172227256e-11,1.0030662344454512e-10,49.99999999994985,False,8.000000070335256,12.000000019697062,0.6,False
18332100,4.927479077918158e-11,normal,nominal,0.0,23.94105074777383,23.783177226197097,23.75940382766055,23.692093096374776,23.76668949527192,0.0,0.5,0,0.0,23.938234123954203,4.927479077918158e-11,9.854958155836316e-11,49.999999999950724,False,8.000000070335256,12.000000019697062,0.6,False
18333000,4.8116328726248885e-11,normal,nominal,0.0,23.93557782058201,23.706668610030874,23.744975660884904,23.745692659618328,23.772878770314776,0.0,0.5,0,0.0,23.93279652806183,4.8116328726248885e-11,9.623265745249777e-11,49.99999999995188,False,8.000000070335256,12.000000019697062,0.6,False
18333900,4.9544635444354224e-11,normal,nominal,0.0,23.932379445211836,23.765423227024428,23.66532198963762,23.75200399788048,23.770188079843763,0.0,0.5,0,0.0,23.929726558023617,4.9544635444354224e-11,9.908927088870845e-11,49.999999999950454,False,8.000000070335256,12.000000019697062,0.6,False
18334800,4.701270365528638e-11,normal,nominal,0.0,23.93106850081199,23.742812477228767,23.69018979497713,23.75365651871232,23.772371376008664,0.0,0.5,0,0.0,23.92886767834659,4.701270365528638e-11,9.402540731057276e-11,49.99999999995299,False,8.000000070335256,12.000000019697062,0.6,False
18335700,4.771998502719887e-11,normal,nominal,0.0,23.935633870110223,23.761727126817846,23.75252295817279,23.712909329389674,23.77595302834959,0.0,0.5,0,0.0,23.933273321643526,4.771998502719887e-11,9.543997005439774e-11,49.99999999995228,False,8.000000070335256,12.000000019697062,0.6,False
18336600,4.7323104312758844e-11,normal,nominal,0.0,23.94420494119879,23.813241825718137,23.771119822620392,23.750868928521413,23.743258330090214,0.0,0.5,0,0.0,23.942129556566215,4.7323104312758844e-11,9.46462086255177e-11,49.99999999995268,False,8.000000070335256,12.000000019697062,0.6,False
