,time,mod.TCHWSup.T,mod.TCWSup.T,mod.TSup.T,mod.conVAVSou.VDis_flow,mod.conVAVEas.VDis_flow,mod.conVAVNor.VDis_flow,mod.conVAVWes.VDis_flow,mod.conVAVCor.VDis_flow,mod.fanSup.VMachine_flow,mod.flo.temAirSou.T,mod.flo.temAirEas.T,mod.flo.temAirNor.T,mod.flo.temAirWes.T,mod.flo.temAirPer5.T,mod.eleCoiVAV.y,mod.eleSupFan.y,mod.eleChi.y,mod.eleCHWP.y,mod.eleCWP.y,mod.eleCT.y,mod.eleHWP.y,mod.TOut.y,mod.oveRelHumOutAir.y,oveTCooOn_p,oveTChiWatSupSet_u,oveTConWatSupSet_u,conAHU_oveTSupAir_u,conVAVSou_damVal_oveVDisSet_u,conVAVEas_damVal_oveVDisSet_u,conVAVNor_damVal_oveVDisSet_u,conVAVWes_damVal_oveVDisSet_u,conVAVCor_damVal_oveVDisSet_u,mod.conAHU.supFan.oveOnSupFan.y,mod.oveOnChiPla.y,mod.eleTot.y,oveOnChiPla_u,conAHU_supFan_oveOnSupFan_u
18316890.0,18316890.0,283.15,293.15,293.1496181343554,0.0010472532205487812,0.0009944969902826476,0.0010472532205487812,0.0007734976591087258,0.004967718390633493,0.00883022491946591,296.93988266131055,296.93378334075004,296.9330070556644,296.91820144456887,297.150919257432,0.0,-5.358750083462355e-06,0.0,0.0,0.0,0.0,0.0,294.42749999999995,0.6623942267922794,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.358750083462355e-06,0.0,0.0
18316899.0,18316899.0,283.15,293.15,293.149615342341,0.0005790728890568356,0.0005499016226653615,0.0005790728890568356,0.00042770126207305895,0.002746872469847816,0.004882624670877322,296.9240301709057,296.9184183078758,296.91658569774,296.90163576859135,297.1496604820614,0.0,-1.6384253315273891e-06,0.0,0.0,0.0,0.0,0.0,294.42525,0.6626587386086856,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6384253315273891e-06,0.0,0.0
18316908.0,18316908.0,283.15,293.15,293.1496136892927,0.0008611414911172095,0.0008177607901504513,0.0008611414911172095,0.0006360361701170177,0.004084884475331384,0.007260965511247871,296.9089602604821,296.9039797164125,296.9009757513861,296.88606496137436,297.14813489402854,0.0,-3.623336920867079e-06,0.0,0.0,0.0,0.0,0.0,294.423,0.6629277165441176,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.623336920867079e-06,0.0,0.0
18316917.0,18316917.0,283.15,293.15,293.1496168970199,0.00047932823028671814,0.00045518168196976644,0.00047932823028671814,0.00035403019708759605,0.002273726753017152,0.00404159185791934,296.89463149729875,296.8903801335904,296.88608047634784,296.8713350666801,297.1464281378572,0.0,-1.1225995904940716e-06,0.0,0.0,0.0,0.0,0.0,294.42075,0.6632011367130055,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1225995904940716e-06,0.0,0.0
18316926.0,18316926.0,283.15,293.15,293.13878662180775,0.00029761684351323957,0.0002826241536657579,0.00029761684351323957,0.00021981878618447827,0.0014117661687478604,0.002509443331805578,296.88142890723344,296.87805173063947,296.8723692238549,296.85797265484945,297.1446695534285,0.0,-4.3278754842139704e-07,0.0,0.0,0.0,0.0,0.0,294.4185,0.6634789752297795,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3278754842139704e-07,0.0,0.0
18316935.0,18316935.0,283.15,293.15,293.1416730664846,0.00021934542078539247,0.00020829571733285763,0.00021934542078539247,0.00016200778014777815,0.0010404802385480755,0.0018494744936631811,296.86927212901804,296.86689744057617,296.8597652609967,296.84588788635835,297.14260572391294,0.0,-2.3508053158493812e-07,0.0,0.0,0.0,0.0,0.0,294.41625,0.6637612082088695,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3508053158493812e-07,0.0,0.0
18316944.0,18316944.0,283.15,293.15,293.14800250469284,0.00017282503147626334,0.00016411883036137373,0.00017282503147626334,0.00012764797916995732,0.0008198075406982762,0.0014572242568168952,296.85805221655784,296.8567595732163,296.8481289120238,296.8348754830528,297.1403871978348,0.0,-1.459394668197633e-07,0.0,0.0,0.0,0.0,0.0,294.414,0.664047811764706,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.459394668197633e-07,0.0,0.0
18316953.0,18316953.0,283.15,293.15,293.1553285260077,0.00014207335791586626,0.00013491629729497405,0.00014207335791586626,0.0001049348978960909,0.000673934841248672,0.001197932659022884,296.84754338112987,296.8473807889326,296.83723012581623,296.82466614189434,297.13806352655865,0.0,-9.862449259995162e-08,0.0,0.0,0.0,0.0,0.0,294.41175,0.6643387620117187,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.862449259995162e-08,0.0,0.0
18316962.0,18316962.0,283.15,293.15,293.15183661187814,0.0001241538788950304,0.00011789952656180236,0.0001241538788950304,9.169963177029068e-05,0.0005889325478819065,0.0010468390889500805,296.8378885496756,296.8389138008586,296.8272232603901,296.8154189942426,297.13565913222965,0.0,-7.531471433556755e-08,0.0,0.0,0.0,0.0,0.0,294.4095,0.6646340350643383,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.531471433556755e-08,0.0,0.0
18316971.0,18316971.0,283.15,293.15,293.1701385164,0.00011276002613910561,0.00010707964837842168,0.00011276002613910561,8.328417096099463e-05,0.000534885015952506,0.0009507696391865328,296.82888537096755,296.8311138962864,296.81788999106965,296.8068871087282,297.1330476626487,0.0,-6.212559791668549e-08,0.0,0.0,0.0,0.0,0.0,294.40725,0.6649336070369946,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.212559791668549e-08,0.0,0.0
18316980.0,18316980.0,283.15,293.15,293.1805389338377,0.0001083360413767399,0.00010287852543613717,0.00010833604137674073,8.001663089477373e-05,0.0005138995369559632,0.0009134666356838689,296.82073798564755,296.8241849072872,296.8094485748895,296.79927320202813,297.13048044664595,0.0,-5.7346293134163594e-08,0.0,0.0,0.0,0.0,0.0,294.405,0.6652374540441177,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7346293134163594e-08,0.0,0.0
18316989.0,18316989.0,283.15,293.15,293.18308929914605,0.0001040032491280238,9.876400111067438e-05,0.00010400324912803247,7.681644530829976e-05,0.000493346635981869,0.0008769337409312513,296.8132873942011,296.8179908869206,296.80174774605644,296.7924373570032,297.12779378882965,0.0,-5.2851039324162266e-08,0.0,0.0,0.0,0.0,0.0,294.40274999999997,0.6655455522001378,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2851039324162266e-08,0.0,0.0
18316998.0,18316998.0,283.15,293.15,293.1837809772431,0.00010682975236736595,0.00010144811695715313,0.00010682975236737455,7.890409096667311e-05,0.0005067543504178412,0.0009007653084548802,296.8064882656679,296.8124474517324,296.7947222136002,296.7862888913504,297.12504603576684,0.0,-5.576263335785101e-08,0.0,0.0,0.0,0.0,0.0,294.40049999999997,0.6658578776194852,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.576263335785101e-08,0.0,0.0
18317007.0,18317007.0,283.15,293.15,293.18396568765417,0.00010225700199817474,9.710572259612821e-05,0.00010225700199817884,7.55266731303223e-05,0.0004850631914325092,0.0008622097319591009,296.80025993038856,296.80744205593123,296.7883009027579,296.7807183249734,297.12225764508446,0.0,-5.109116580654679e-08,0.0,0.0,0.0,0.0,0.0,294.39824999999996,0.66617440641659,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.109116580654679e-08,0.0,0.0
18317016.0,18317016.0,283.15,293.15,293.18401259600853,0.00010334891689196466,9.814263139163915e-05,0.00010334891689196337,7.633315774905274e-05,0.0004902427655722048,0.0008714162416240414,296.7946327483527,296.80303330685274,296.78250891074237,296.77577593257496,297.1194417592792,0.0,-5.218807427662492e-08,0.0,0.0,0.0,0.0,0.0,294.39599999999996,0.6664951147058824,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.218807427662492e-08,0.0,0.0
18317025.0,18317025.0,283.15,293.15,293.1840222814827,0.00010377517447727897,9.854741590541429e-05,0.0001037751744772753,7.664799014865733e-05,0.0004922647480346794,0.0008750102508998908,296.78954323078983,296.79913759449397,296.7772838706179,296.77137757474947,297.1166097427173,0.0,-5.2619443817312985e-08,0.0,0.0,0.0,0.0,0.0,294.39374999999995,0.6668199786017922,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2619443817312985e-08,0.0,0.0
18317034.0,18317034.0,283.15,293.15,293.18402180894947,0.0001015455597284029,9.643011980764479e-05,0.00010154555972840062,7.500120429484009e-05,0.00048168841561128175,0.0008562111000245828,296.7849381243721,296.79568713970974,296.7725729813837,296.76745418312146,297.11377252837775,0.0,-5.0382728022968815e-08,0.0,0.0,0.0,0.0,0.0,294.39149999999995,0.66714897421875,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0382728022968815e-08,0.0,0.0
18317043.0,18317043.0,283.15,293.15,293.1840178910321,0.00010075125179731017,9.567582578273311e-05,0.00010075125179730569,7.441453116435069e-05,0.0004779205607699806,0.0008495138464988436,296.7808448921721,296.7927244830718,296.76840115970697,296.76404364581015,297.1109413661984,0.0,-4.959762669451292e-08,0.0,0.0,0.0,0.0,0.0,294.38925,0.6674820776711857,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.959762669451292e-08,0.0,0.0
18317052.0,18317052.0,283.15,293.15,293.1840126954955,0.00010454235819196681,9.927595211832169e-05,0.00010454235819196342,7.721462942536415e-05,0.0004959039372715301,0.0008814788620800378,296.7774462404014,296.790429405264,296.7649579241875,296.76132888281677,297.1081369573913,0.0,-5.3400309758776234e-08,0.0,0.0,0.0,0.0,0.0,294.387,0.6678192650735294,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3400309758776234e-08,0.0,0.0
18317061.0,18317061.0,283.15,293.15,293.18400745472684,0.0001046962402205795,9.942208221495171e-05,0.00010469624022057744,7.73282861671864e-05,0.0004966338873624217,0.0008827763543031202,296.77446839301086,296.7885062693105,296.76196280765066,296.7590068641833,297.1053674181322,0.0,-5.355763055840941e-08,0.0,0.0,0.0,0.0,0.0,294.38475,0.6681605125402114,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.355763055840941e-08,0.0,0.0
18317070.0,18317070.0,283.15,293.15,293.1840021721602,0.00010482350652252752,9.954293737373178e-05,0.00010482350652252636,7.742228462401462e-05,0.0004972375839052339,0.0008838494356810091,296.7718314415743,296.78688237310604,296.7593312403255,296.75700055560947,297.10263120140786,0.0,-5.368791639198625e-08,0.0,0.0,0.0,0.0,0.0,294.3825,0.6685057961856617,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.368791639198625e-08,0.0,0.0
18317079.0,18317079.0,283.15,293.15,293.18399685090486,0.00010494512409136481,9.96584283589123e-05,0.00010494512409136443,7.751211094582117e-05,0.0004978144852901926,0.0008848748904908649,296.76948159095355,296.78550697472986,296.7570068927525,296.755256402466,297.0999292870968,0.0,-5.381256764456591e-08,0.0,0.0,0.0,0.0,0.0,294.38025,0.6688550921243106,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.381256764456591e-08,0.0,0.0
18317088.0,18317088.0,283.15,293.15,293.18399147966426,0.00010508441153488679,9.979069908451061e-05,0.00010508441153488755,7.761498817684166e-05,0.0004984752049530139,0.0008860493311289364,296.76746527471965,296.7844151767261,296.7550409561344,296.75381140724903,297.09727623860755,0.0,-5.3955506736854526e-08,0.0,0.0,0.0,0.0,0.0,294.378,0.6692083764705882,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3955506736854526e-08,0.0,0.0
18317097.0,18317097.0,283.15,293.15,293.1839860631774,0.00010522857160204948,9.992759697138211e-05,0.00010522857160205135,7.772146431107476e-05,0.000499159038244513,0.0008872648566469712,296.7657508969268,296.7835800834214,296.7533996435129,296.7526370712114,297.09466862500733,0.0,-5.410364585018074e-08,0.0,0.0,0.0,0.0,0.0,294.37575,0.6695656253389247,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.410364585018074e-08,0.0,0.0
18317106.0,18317106.0,283.15,293.15,293.1839805818813,0.0001053741128248703,0.00010006580643706061,0.00010537411282485647,7.782896056215814e-05,0.000499849423143738,0.0008884920284315329,296.76442549663824,296.783068915276,296.7521787824502,296.7518036520376,297.09213569907365,0.0,-5.425341033609952e-08,0.0,0.0,0.0,0.0,0.0,294.3735,0.6699268148437499,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.425341033609952e-08,0.0,0.0
18317115.0,18317115.0,283.15,293.15,293.18397504493674,0.00010552511072579906,0.00010020919769628205,0.00010552511072579036,7.794048709710817e-05,0.0005005656921746617,0.0008897652092249346,296.7634305284834,296.782831348035,296.75131516521265,296.7512583393865,297.0896678179713,0.0,-5.4409008559860016e-08,0.0,0.0,0.0,0.0,0.0,294.37125,0.6702919210994945,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4409008559860016e-08,0.0,0.0
18317124.0,18317124.0,283.15,293.15,293.18396944990315,0.00010567976827212406,0.00010035606424329394,0.0001056797682721195,7.805471663367301e-05,0.0005012993209876338,0.0008910692473708167,296.76272213516063,296.78282159667833,296.75076496898214,296.7509525755468,297.0872774851326,0.0,-5.4568608901699585e-08,0.0,0.0,0.0,0.0,0.0,294.36899999999997,0.6706609202205883,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4568608901699585e-08,0.0,0.0
18317133.0,18317133.0,283.15,293.15,293.18396379995926,0.00010583791406049831,0.0001005062433093313,0.00010583791406049611,7.817152257392433e-05,0.0005020494965190804,0.0008924026976012522,296.7622434734528,296.7829892706801,296.7504689393918,296.7508330355614,297.08496376839315,0.0,-5.473205067451275e-08,0.0,0.0,0.0,0.0,0.0,294.36674999999997,0.6710337883214613,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.473205067451275e-08,0.0,0.0
18317142.0,18317142.0,283.15,293.15,293.18395810760825,0.00010599875380659265,0.00010065898062278261,0.00010599875380659154,7.829031826216425e-05,0.0005028124510261105,0.0008937588626855909,296.7619422326786,296.78329396962346,296.75036920180065,296.7508573155357,297.0827092221686,0.0,-5.489852730196234e-08,0.0,0.0,0.0,0.0,0.0,294.36449999999996,0.6714105015165441,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.489852730196234e-08,0.0,0.0
18317151.0,18317151.0,283.15,293.15,293.1839523820919,0.00010616170042502682,0.00010081371867317,0.00010616170042502573,7.841067007913221e-05,0.0005035853996284402,0.0008951327924491199,296.76177974797906,296.7837058319891,296.75042297881413,296.7509940731037,297.08050095174826,0.0,-5.50674424279644e-08,0.0,0.0,0.0,0.0,0.0,294.36224999999996,0.6717910359202665,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.50674424279644e-08,0.0,0.0
18317160.0,18317160.0,283.15,293.15,293.1839466105993,0.0001063274929715355,0.00010097115928569155,0.00010632749297152852,7.85331238888712e-05,0.0005043718480882254,0.000896530718444269,296.76177695929795,296.7842370706644,296.75065584142334,296.7512558399769,297.078358265222,0.0,-5.523957402626706e-08,0.0,0.0,0.0,0.0,0.0,294.35999999999996,0.6721753676470589,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.523957402626706e-08,0.0,0.0
18317169.0,18317169.0,283.15,293.15,293.18394075362875,0.00010649728329205433,0.00010113239628112324,0.00010649728329204958,7.865853044087354e-05,0.0005051772602667507,0.0008979623527650657,296.76209328914496,296.78501104717463,296.75124491897765,296.7517716136489,297.07633802930286,0.0,-5.541613465171381e-08,0.0,0.0,0.0,0.0,0.0,294.35774999999995,0.6725634728113511,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.541613465171381e-08,0.0,0.0
18317178.0,18317178.0,283.15,293.15,293.1839348512771,0.00010666909653186233,0.0001012955542896438,0.00010666909653185935,7.878543111416734e-05,0.0005059922683034228,0.0008994110438773494,296.76253456397194,296.78587522879684,296.7519593928197,296.75238131110143,297.0743829976852,0.0,-5.5595085629857696e-08,0.0,0.0,0.0,0.0,0.0,294.3555,0.6729553275275736,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5595085629857696e-08,0.0,0.0
18317187.0,18317187.0,283.15,293.15,293.1839288883901,0.00010684361457196575,0.00010146128084195074,0.00010684361457196395,7.891432954373952e-05,0.0005068201067481538,0.0009008825412467591,296.76314242676835,296.78685966882597,296.752841005543,296.7531162234936,297.072514942674,0.0,-5.577714909137671e-08,0.0,0.0,0.0,0.0,0.0,294.35325,0.6733509079101563,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.577714909137671e-08,0.0,0.0
18317196.0,18317196.0,283.15,293.15,293.1839228916364,0.00010701964581289116,0.00010162844436636075,0.00010701964581289016,7.904434561828079e-05,0.0005076551231660807,0.0009023667975769293,296.7638434871245,296.7879113872602,296.75381612401657,296.753921187139,297.07069554701275,0.0,-5.596109268336289e-08,0.0,0.0,0.0,0.0,0.0,294.351,0.6737501900735294,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.596109268336289e-08,0.0,0.0
18317205.0,18317205.0,283.15,293.15,293.1839168610162,0.00010719719025581693,0.00010179704486399287,0.00010719719025581646,7.917547933866151e-05,0.0005084973175627936,0.0009038638128776304,296.7646377449885,296.78903038405815,296.7548847481967,296.7547962019626,297.0689248106766,0.0,-5.6146924216030256e-08,0.0,0.0,0.0,0.0,0.0,294.34875,0.6741531501321232,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6146924216030256e-08,0.0,0.0
18317214.0,18317214.0,283.15,293.15,293.18391078411423,0.0001073762714113463,0.00010196710466108394,0.000107376271411346,7.930774806973306e-05,0.0005093468014624735,0.0009053737853736407,296.7655329598274,296.7902194575066,296.75604952801314,296.7557438549122,297.06721859114447,0.0,-5.633467623361709e-08,0.0,0.0,0.0,0.0,0.0,294.3465,0.6745597642003677,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.633467623361709e-08,0.0,0.0
18317223.0,18317223.0,283.15,293.15,293.1839046505653,0.00010755690890763092,0.00010213864239700095,0.00010755690890763045,7.944116630878138e-05,0.0005102036679726227,0.0009068968805555466,296.76653560999677,296.79148094388063,296.75731267587537,296.7567663058081,297.06559012779655,0.0,-5.652437743299206e-08,0.0,0.0,0.0,0.0,0.0,294.34425,0.674970008392693,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.652437743299206e-08,0.0,0.0
18317232.0,18317232.0,283.15,293.15,293.1838984714909,0.00010773908168511856,0.00010231163807308438,0.00010773908168511755,7.957571850129295e-05,0.0005110678171957908,0.0009084329208637064,296.7676387443193,296.7928123363418,296.7586718178391,296.75786123706473,297.06402521515827,0.0,-5.671601388484027e-08,0.0,0.0,0.0,0.0,0.0,294.342,0.6753838588235295,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.671601388484027e-08,0.0,0.0
18317241.0,18317241.0,283.15,293.15,293.1838922468912,0.00010792278974212186,0.00010248609168773185,0.00010792278974212004,7.971140464602152e-05,0.0005119392491239738,0.0009099819062836635,296.768842362737,296.79421363484494,296.7601269538551,296.7590286485994,297.0625238531978,0.0,-5.690959378671671e-08,0.0,0.0,0.0,0.0,0.0,294.33975,0.675801291607307,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.690959378671671e-08,0.0,0.0
18317250.0,18317250.0,283.15,293.15,293.1838859735298,0.00010810699171543064,0.00010266101433725091,0.00010810699171542796,7.984745559564977e-05,0.0005128130239784569,0.0009115350562542987,296.77013243088936,296.79567283265055,296.7616634394619,296.7602557943549,297.06108789358404,0.0,-5.710402526771126e-08,0.0,0.0,0.0,0.0,0.0,294.3375,0.676222282858456,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.710402526771126e-08,0.0,0.0
18317259.0,18317259.0,283.15,293.15,293.1838796461502,0.00010828999613753279,0.00010283479976317986,0.00010828999613752988,7.998262203803917e-05,0.0005136811181656171,0.00091307810866844,296.7714861531121,296.7971704275059,296.7632574880132,296.76152197125344,297.0597203439645,0.0,-5.7297521028168124e-08,0.0,0.0,0.0,0.0,0.0,294.33525,0.6766468086914063,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7297521028168124e-08,0.0,0.0
18317268.0,18317268.0,283.15,293.15,293.18387326921857,0.0001084732401544514,0.00010300881271414304,0.00010847324015444835,8.011796544434339e-05,0.0005145503488874307,0.0009146231812462036,296.7729228975234,296.7987229893215,296.7649293096195,296.76284476942624,297.05841864885036,0.0,-5.749159803004415e-08,0.0,0.0,0.0,0.0,0.0,294.33299999999997,0.6770748452205883,297.15,283.15,293.15,293.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.749159803004415e-08,0.0,0.0
